NACA 4412
1.0000000 0.0000000
0.9984880 0.0004270
0.9939610 0.0017000
0.9864420 0.0037940
0.9759720 0.0066690
0.9626090 0.0102710
0.9464240 0.0145310
0.9275070 0.0193730
0.9059650 0.0247090
0.8819170 0.0304450
0.8555030 0.0364840
0.8268730 0.0427240
0.7961950 0.0490650
0.7636500 0.0554040
0.7294310 0.0616410
0.6937440 0.0676800
0.6568060 0.0734240
0.6188420 0.0787850
0.5800870 0.0836760
0.5407820 0.0880180
0.5011740 0.0917370
0.4615160 0.0947680
0.4220590 0.0970550
0.3827880 0.0985100
0.3438690 0.0987920
0.3059210 0.0978400
0.2692130 0.0956890
0.2340020 0.0923960
0.2005390 0.0880440
0.1690560 0.0827340
0.1397700 0.0765890
0.1128800 0.0697430
0.0885600 0.0623430
0.0669640 0.0545400
0.0482210 0.0464850
0.0324370 0.0383250
0.0196930 0.0301930
0.0100510 0.0222090
0.0035470 0.0144710
0.0001980 0.0070520
0.0000000 0.0000000
0.0028850 -0.0064370
0.0087650 -0.0120270
0.0175790 -0.0167790
0.0292500 -0.0207040
0.0436840 -0.0238250
0.0607730 -0.0261720
0.0803960 -0.0277820
0.1024230 -0.0287060
0.1267140 -0.0290000
0.1531230 -0.0287330
0.1814960 -0.0279850
0.2116760 -0.0268410
0.2434990 -0.0253970
0.2767970 -0.0237530
0.3113950 -0.0220120
0.3471140 -0.0202770
0.3837670 -0.0186500
0.4215060 -0.0171600
0.4600250 -0.0155890
0.4988260 -0.0139600
0.5376770 -0.0123260
0.5763480 -0.0107340
0.6146030 -0.0092220
0.6522110 -0.0078180
0.6889390 -0.0065420
0.7245590 -0.0054030
0.7588490 -0.0044040
0.7915900 -0.0035430
0.8225750 -0.0028110
0.8516040 -0.0021970
0.8784880 -0.0016880
0.9030520 -0.0012710
0.9251330 -0.0009310
0.9445830 -0.0006590
0.9612710 -0.0004430
0.9750840 -0.0002770
0.9859280 -0.0001530
0.9937280 -0.0000670
0.9984290 -0.0000170
1.0000000 0.0000000
